cve,descrip
"01","Persona"
"02","Personas"
"03","Personas"
"04","Personas"
"05","Personas"
"06","Personas"
"07","Personas"
"08","Personas"
"09","Personas"
"10","Personas"
"11","Personas"
"12","Personas"
"13","Personas"
"14","Personas"
"15","Personas"
"16","Personas"
"17","Personas"
"18","Personas"
"19","Personas"
"20","Personas"
"21","Personas"
"22","Personas"
"23","Personas"
"24","Personas"
