-99.135,19.433,278
-99.135,19.436,241
-99.141,19.433,222
-99.141,19.431,197
-99.136,19.433,188
-99.137,19.436,186
-99.168,19.424,179
-99.17,19.406,176
-99.135,19.435,172
-99.167,19.406,167
-99.141,19.43,165
-99.14,19.431,163
-99.134,19.436,160
-99.154,19.403,158
-99.136,19.434,157
-99.138,19.434,154
-99.156,19.416,149
-99.179,19.371,142
-99.185,19.355,141
-99.174,19.394,139
-99.135,19.437,139
-99.137,19.435,136
-99.137,19.433,136
-99.137,19.434,136
-99.139,19.43,135
-99.133,19.427,135
-99.135,19.438,132
-99.166,19.395,132
-99.127,19.436,129
-99.171,19.436,129
-99.232,19.513,128
-99.142,19.432,125
-99.171,19.406,125
-99.166,19.424,125
-99.143,19.432,124
-99.127,19.43,124
-99.131,19.438,123
-99.164,19.427,122
-99.14,19.43,122
-99.143,19.434,120
-99.167,19.407,120
-99.181,19.396,119
-99.134,19.427,119
-99.13,19.429,119
-99.175,19.424,118
-99.126,19.435,118
-99.142,19.431,118
-99.165,19.414,118
-99.172,19.394,116
-99.13,19.431,115
-99.135,19.434,114
-99.134,19.437,113
-99.241,19.404,112
-99.134,19.435,112
-99.125,19.632,111
-99.163,19.35,110
-99.141,19.434,110
-99.127,19.437,110
-99.167,19.405,110
-99.126,19.436,110
-99.171,19.398,109
-99.242,19.404,109
-99.252,19.387,109
-99.178,19.376,106
-99.136,19.435,106
-99.183,19.363,105
-99.146,19.43,105
-99.168,19.407,104
-99.27,19.402,104
-99.134,19.433,104
-99.171,19.397,104
-99.175,19.388,104
-99.202,19.453,104
-99.183,19.361,103
-99.169,19.42,103
-99.131,19.44,103
-99.131,19.486,102
-99.167,19.411,102
-99.173,19.395,102
-99.127,19.431,102
-99.168,19.405,101
-99.17,19.426,101
-99.203,19.503,101
-99.172,19.395,100
-99.13,19.44,100
-99.17,19.402,100
-99.169,19.406,100
-99.164,19.42,99
-99.137,19.429,99
-99.204,19.436,99
-99.143,19.372,98
-99.273,19.362,98
-99.17,19.36,98
-99.139,19.434,98
-99.164,19.416,97
-99.166,19.417,97
-99.167,19.404,96
-99.135,19.43,96
-99.14,19.418,95
-99.134,19.488,95
-99.116,19.382,94
-99.147,19.432,94
-99.142,19.428,94
-99.234,19.507,94
-99.211,19.43,93
-99.183,19.436,93
-99.15,19.38,93
-99.177,19.382,92
-99.136,19.436,92
-99.166,19.411,92
-99.234,19.51,92
-99.167,19.426,91
-99.155,19.439,91
-99.133,19.425,90
-99.163,19.414,90
-99.132,19.438,90
-99.176,19.385,90
-99.146,19.433,90
-99.186,19.389,90
-99.234,19.473,90
-99.099,19.355,90
-99.18,19.367,90
-99.075,19.351,89
-99.152,19.448,89
-98.885,19.514,89
-99.143,19.431,89
-99.131,19.427,88
-99.126,19.433,88
-99.13,19.432,88
-99.2,19.601,88
-99.215,19.419,88
-99.276,19.361,88
-99.175,19.411,87
-99.181,19.432,87
-99.177,19.394,87
-99.289,19.395,87
-99.13,19.43,87
-99.175,19.373,87
-99.248,19.388,86
-99.133,19.428,86
-99.142,19.434,86
-99.134,19.296,86
-99.128,19.431,86
-99.127,19.433,86
-98.898,19.261,86
-99.05,19.599,86
-99.145,19.431,86
-99.16,19.418,85
-99.173,19.428,85
-99.178,19.373,85
-99.125,19.437,85
-99.135,19.432,85
-99.136,19.43,85
-99.157,19.44,85
-99.188,19.435,85
-99.176,19.409,84
-99.17,19.427,84
-99.167,19.288,83
-99.17,19.408,83
-99.168,19.426,83
-99.166,19.412,83
-99.166,19.426,83
-99.164,19.419,83
-99.157,19.324,83
-99.187,19.437,83
-99.163,19.351,83
-99.13,19.487,83
-99.177,19.426,83
-99.14,19.406,83
-99.18,19.371,82
-99.191,19.344,82
-99.129,19.429,82
-99.187,19.352,82
-99.219,19.454,82
-99.137,19.432,82
-99.128,19.428,82
-99.219,19.455,82
-99.145,19.433,82
-99.17,19.401,81
-99.167,19.409,81
-99.202,19.431,81
-99.139,19.429,81
-99.128,19.434,81
-99.132,19.426,80
-99.186,19.403,80
-99.175,19.394,80
-99.127,19.432,80
-99.135,19.426,80
-99.156,19.435,80
-99.105,19.259,80
-99.165,19.427,80
-99.125,19.302,80
-99.125,19.477,80
-99.169,19.424,80
-99.144,19.431,80
-99.166,19.306,80
-99.19,19.304,80
-99.144,19.371,79
-99.174,19.395,79
-99.201,19.431,79
-99.272,19.329,79
-99.129,19.439,79
-99.3,19.356,79
-99.091,19.359,79
-99.169,19.407,79
-99.13,19.433,78
-99.215,19.43,78
-99.13,19.427,78
-99.145,19.432,78
-99.185,19.411,78
-99.083,19.384,78
-99.203,19.425,78
-99.134,19.425,78
-99.274,19.361,78
-99.129,19.438,78
-99.162,19.418,77
-99.184,19.432,77
-99.194,19.438,77
-99.145,19.43,77
-99.133,19.426,77
-99.208,19.652,77
-99.203,19.439,77
-99.167,19.396,76
-99.288,19.396,76
-99.142,19.429,76
-99.204,19.4,76
-99.129,19.434,76
-99.149,19.433,76
-99.143,19.433,76
-99.162,19.419,75
-99.21,19.658,75
-99.092,19.413,75
-99.182,19.432,75
-99.181,19.465,75
-99.166,19.427,75
-99.166,19.433,75
-99.125,19.436,75
-99.247,19.496,74
-99.171,19.403,74
-99.131,19.426,74
-99.137,19.442,74
-99.129,19.428,74
-99.104,19.262,74
-99.127,19.428,74
-99.144,19.433,74
-99.127,19.429,73
-99.208,19.653,73
-99.157,19.422,73
-99.122,19.423,73
-99.191,19.343,73
-99.1,19.3,73
-99.18,19.373,73
-99.134,19.43,73
-99.126,19.428,73
-99.168,19.406,73
-99.351,19.361,73
-99.167,19.419,73
-99.113,19.462,73
-99.147,19.434,73
-99.094,19.361,73
-99.012,19.253,72
-99.164,19.426,72
-99.047,19.601,72
-99.133,19.43,72
-99.212,19.427,72
-99.16,19.427,72
-99.191,19.347,72
-99.175,19.426,72
-99.128,19.429,72
-99.176,19.41,72
-99.187,19.478,72
-99.165,19.424,72
-99.128,19.43,71
-99.223,19.323,71
-99.184,19.392,71
-99.142,19.433,71
-99.169,19.431,71
-99.255,19.329,71
-99.131,19.43,71
-99.143,19.428,71
-99.185,19.354,71
-99.166,19.413,71
-99.147,19.435,71
-99.101,19.799,71
-99.177,19.378,71
-99.157,19.344,70
-99.178,19.425,70
-99.156,19.437,70
-99.131,19.428,70
-99.12,19.326,70
-99.147,19.389,70
-99.144,19.389,70
-99.117,19.293,70
-99.126,19.437,70
-99.129,19.433,70
-99.129,19.44,70
-99.165,19.425,70
-99.045,19.601,70
-99.12,19.374,69
-99.146,19.431,69
-99.119,19.442,69
-99.157,19.415,69
-99.165,19.407,69
-99.127,19.434,69
-99.136,19.437,69
-99.133,19.429,69
-99.131,19.429,69
-99.205,19.429,69
-99.127,19.426,69
-99.168,19.409,69
-99.134,19.429,68
-99.135,19.427,68
-99.189,19.436,68
