19.361,-99.351,1
19.619,-99.315,2
19.625,-99.315,2
19.355,-99.303,3
19.355,-99.297,3
19.361,-99.291,4
19.367,-99.291,4
19.373,-99.291,4
19.397,-99.291,5
19.325,-99.285,6
19.331,-99.285,6
19.367,-99.285,4
19.379,-99.285,7
19.397,-99.285,5
19.361,-99.279,8
19.385,-99.279,9
19.397,-99.279,5
19.331,-99.273,10
19.361,-99.273,8
19.403,-99.273,11
19.409,-99.273,11
19.499,-99.273,12
19.547,-99.273,13
19.313,-99.267,14
19.367,-99.267,15
19.385,-99.267,16
19.403,-99.267,11
19.517,-99.267,17
19.367,-99.261,15
19.379,-99.261,18
19.391,-99.261,19
19.397,-99.261,19
19.331,-99.255,20
19.379,-99.255,18
19.391,-99.255,19
19.307,-99.249,21
19.361,-99.249,22
19.385,-99.249,19
19.391,-99.249,19
19.433,-99.249,23
19.493,-99.249,24
19.499,-99.249,24
19.505,-99.249,24
19.565,-99.249,25
19.319,-99.243,26
19.337,-99.243,27
19.355,-99.243,28
19.379,-99.243,29
19.403,-99.243,30
19.487,-99.243,31
19.505,-99.243,24
19.565,-99.243,25
19.355,-99.237,28
19.385,-99.237,32
19.391,-99.237,32
19.403,-99.237,30
19.409,-99.237,30
19.475,-99.237,33
19.487,-99.237,31
19.667,-99.237,34
19.343,-99.231,35
19.361,-99.231,36
19.385,-99.231,32
19.421,-99.231,37
19.475,-99.231,33
19.505,-99.231,38
19.511,-99.231,38
19.517,-99.231,38
19.523,-99.231,38
19.307,-99.225,39
19.325,-99.225,40
19.343,-99.225,35
19.415,-99.225,41
19.427,-99.225,42
19.517,-99.225,38
19.523,-99.225,38
19.529,-99.225,38
19.541,-99.225,43
19.715,-99.225,44
19.295,-99.219,45
19.313,-99.219,46
19.337,-99.219,47
19.349,-99.219,48
19.427,-99.219,42
19.451,-99.219,49
19.457,-99.219,49
19.523,-99.219,38
19.529,-99.219,38
19.541,-99.219,43
19.307,-99.213,50
19.385,-99.213,51
19.391,-99.213,51
19.421,-99.213,42
19.427,-99.213,42
19.439,-99.213,42
19.493,-99.213,52
19.655,-99.213,53
19.691,-99.213,54
19.331,-99.207,55
19.337,-99.207,55
19.397,-99.207,42
19.427,-99.207,42
19.433,-99.207,42
19.439,-99.207,42
19.553,-99.207,56
19.655,-99.207,53
19.661,-99.207,53
19.301,-99.201,57
19.367,-99.201,42
19.373,-99.201,42
19.391,-99.201,42
19.397,-99.201,42
19.427,-99.201,42
19.433,-99.201,42
19.439,-99.201,42
19.445,-99.201,42
19.451,-99.201,42
19.505,-99.201,58
19.541,-99.201,59
19.601,-99.201,60
19.343,-99.195,42
19.349,-99.195,42
19.361,-99.195,42
19.367,-99.195,42
19.373,-99.195,42
19.391,-99.195,42
19.427,-99.195,42
19.433,-99.195,42
19.439,-99.195,42
19.445,-99.195,42
19.541,-99.195,59
19.625,-99.195,61
19.301,-99.189,62
19.337,-99.189,42
19.343,-99.189,42
19.349,-99.189,42
19.355,-99.189,42
19.361,-99.189,42
19.367,-99.189,42
19.373,-99.189,42
19.379,-99.189,42
19.385,-99.189,42
19.391,-99.189,42
19.397,-99.189,42
19.403,-99.189,42
19.409,-99.189,42
19.427,-99.189,42
19.433,-99.189,42
19.439,-99.189,42
19.451,-99.189,63
19.457,-99.189,63
19.481,-99.189,64
19.487,-99.189,64
19.541,-99.189,59
19.547,-99.189,59
19.601,-99.189,65
19.295,-99.183,66
19.337,-99.183,42
19.349,-99.183,42
19.355,-99.183,42
19.361,-99.183,42
19.367,-99.183,42
19.373,-99.183,42
19.379,-99.183,42
19.385,-99.183,42
19.391,-99.183,42
19.397,-99.183,42
19.409,-99.183,42
19.415,-99.183,42
19.433,-99.183,42
19.439,-99.183,42
19.451,-99.183,63
19.463,-99.183,67
19.481,-99.183,64
19.667,-99.183,68
19.673,-99.183,68
19.301,-99.177,69
19.337,-99.177,42
19.367,-99.177,42
19.373,-99.177,42
19.379,-99.177,42
19.385,-99.177,42
19.391,-99.177,42
19.397,-99.177,42
19.403,-99.177,42
19.409,-99.177,42
19.415,-99.177,42
19.421,-99.177,42
19.427,-99.177,42
19.433,-99.177,42
19.439,-99.177,42
19.457,-99.177,70
19.667,-99.177,68
19.673,-99.177,68
19.265,-99.171,71
19.277,-99.171,72
19.331,-99.171,73
19.361,-99.171,42
19.367,-99.171,42
19.373,-99.171,42
19.379,-99.171,42
19.391,-99.171,42
19.397,-99.171,42
19.403,-99.171,42
19.409,-99.171,42
19.415,-99.171,42
19.421,-99.171,42
19.427,-99.171,42
19.433,-99.171,42
19.439,-99.171,42
19.463,-99.171,74
19.511,-99.171,75
19.529,-99.171,76
19.649,-99.171,77
19.283,-99.165,78
19.289,-99.165,78
19.295,-99.165,78
19.307,-99.165,79
19.313,-99.165,79
19.331,-99.165,73
19.349,-99.165,80
19.355,-99.165,80
19.367,-99.165,42
19.373,-99.165,42
19.379,-99.165,42
19.385,-99.165,42
19.391,-99.165,42
19.397,-99.165,42
19.403,-99.165,42
19.409,-99.165,42
19.415,-99.165,42
19.421,-99.165,42
19.427,-99.165,42
19.433,-99.165,42
19.463,-99.165,74
19.469,-99.165,74
19.661,-99.165,81
19.295,-99.159,78
19.325,-99.159,82
19.343,-99.159,80
19.349,-99.159,80
19.361,-99.159,80
19.379,-99.159,42
19.385,-99.159,42
19.391,-99.159,42
19.397,-99.159,42
19.403,-99.159,42
19.409,-99.159,42
19.415,-99.159,42
19.421,-99.159,42
19.427,-99.159,42
19.433,-99.159,42
19.439,-99.159,42
19.445,-99.159,42
19.451,-99.159,42
19.499,-99.159,83
19.295,-99.153,78
19.301,-99.153,78
19.343,-99.153,80
19.349,-99.153,80
19.355,-99.153,80
19.361,-99.153,80
19.379,-99.153,42
19.385,-99.153,42
19.391,-99.153,42
19.397,-99.153,42
19.403,-99.153,42
19.415,-99.153,42
19.421,-99.153,42
19.427,-99.153,42
19.433,-99.153,42
19.439,-99.153,42
19.451,-99.153,42
19.487,-99.153,84
19.541,-99.153,85
19.673,-99.153,86
19.349,-99.147,80
19.373,-99.147,42
19.379,-99.147,42
19.391,-99.147,42
19.397,-99.147,42
19.415,-99.147,42
19.427,-99.147,42
19.433,-99.147,42
19.439,-99.147,42
19.445,-99.147,42
19.475,-99.147,87
19.481,-99.147,87
19.505,-99.147,88
19.295,-99.141,89
19.325,-99.141,90
19.361,-99.141,91
19.373,-99.141,42
19.379,-99.141,42
19.385,-99.141,42
19.397,-99.141,42
19.403,-99.141,42
19.409,-99.141,42
19.415,-99.141,42
19.421,-99.141,42
