cve, descrip
"01", "Trip"
"02", "Trips"
"03", "Trips"
"04", "Trips"
"05", "Trips"
"06", "Trips"
"07", "Trips"
"08", "Trips"
"09", "Trips"
"10", "Trips"
"11", "Trips"
"12", "Trips"
"13", "Trips"
"14", "Trips"
