cve, descrip
"01", "Person"
"02", "People"
"03", "People"
"04", "People"
"05", "People"
"06", "People"
"07", "People"
"08", "People"
"09", "People"
"10", "People"
"11", "People"
"12", "People"
"13", "People"
"14", "People"
"15", "People"
"16", "People"
"17", "People"
"18", "People"
"19", "People"
"20", "People"
"21", "People"
"22", "People"
"23", "People"
"24", "People"
